src,name,percent
352,W 56 St & 6 Ave,0.025154865265173524
3054,Greene Ave & Throop Ave,0.025106256795492735
3518,Lenox Ave & W 126 St,0.025043478260869566
3128,21 St & 43 Ave,0.025021872265966753
351,Front St & Maiden Ln,0.025015384947583215
3365,3 St & 7 Ave,0.024901347122057424
248,Laight St & Hudson St,0.02482731656457709
261,Johnson St & Gold St,0.0248157760139423
3491,E 118 St & 1 Ave,0.024774774774774775
421,Clermont Ave & Park Ave,0.024732324573046634
3084,Devoe St & Leonard St,0.02472969864274212
275,Washington Ave & Greene Ave,0.024660433938966306
259,South St & Whitehall St,0.024647035485150813
238,Bank St & Washington St,0.024645263575108996
3049,Cambridge Pl & Gates Ave,0.024639211545230553
3379,E 103 St & Lexington Ave,0.02419210855204428
289,Monroe St & Classon Ave,0.024178108418576663
