id,name,ratio
259,South St & Whitehall St,1.0240083608318253
161,LaGuardia Pl & W 3 St,1.023913713688841
488,W 39 St & 9 Ave,1.023817703580439
3534,Frederick Douglass Blvd & W 117 St,1.0234800838574423
3494,E 115 St & Lexington Ave,1.0231729055258467
236,St Marks Pl & 2 Ave,1.0230643214347301
458,11 Ave & W 27 St,1.019727590302175
3591,21 St & 31 Dr,1.0194730813287514
3474,6 Ave & Spring St,1.01906179138322
3528,Steinway St & 23 Ave,1.0189035916824196
3409,Bergen St & Smith St,1.0172907577420305
388,W 26 St & 10 Ave,1.017043809912993
470,W 20 St & 8 Ave,1.016776742540394
3339,Berkeley Pl & 6 Ave,1.0166666666666666
3263,Cooper Square & Astor Pl,1.016633813495072
3263,Cooper Square & E 7 St,1.016633813495072
3526,31 St & 23 Ave,1.0158163265306122
405,Washington St & Gansevoort St,1.0157686906760424
473,Rivington St & Chrystie St,1.0155302998104403
3093,N 6 St & Bedford Ave,1.0153053454490075
372,Franklin Ave & Myrtle Ave,1.0152340709440677
3265,E 2 St & 2 Ave E,1.0128415861927265
3265,E 2 St & 2 Ave,1.0128415861927265
3537,Carlton Ave & Dean St,1.0127388535031847
3508,St Nicholas Ave & Manhattan Ave,1.0124798711755234
3486,Schermerhorn St & Bond St,1.012443438914027
250,Lafayette St & Jersey St N,1.0109905279002964
250,Lafayette St & Jersey St,1.0109905279002964
3493,E 118 St & 3 Ave,1.010958904109589
323,Lawrence St & Willoughby St,1.0109514826101678
116,W 17 St & 8 Ave,1.009425145190014
448,W 37 St & 10 Ave,1.0094031482016557
3157,East End Ave & E 86 St,1.0093438645397759
496,E 16 St & 5 Ave,1.0092725360864163
3113,Greenpoint Ave & Manhattan Ave,1.009188711012185
247,Perry St & Bleecker St,1.0088085594465752
3166,Riverside Dr & W 72 St,1.0088059109204635
3166,Riverside Dr & W 72 St,1.0088059109204635
268,Howard St & Centre St,1.008532667369051
254,W 11 St & 6 Ave,1.00841760144407
3002,South End Ave & Liberty St,1.0060689528179199
466,W 25 St & 6 Ave,1.0059953810623556
3151,E 81 St & York Ave,1.0059028225286764
380,W 4 St & 7 Ave S,1.005902684067106
354,Emerson Pl & Myrtle Ave,1.0057352859290607
151,Cleveland Pl & Spring St,1.0057276321614483
3447,E 71 St & 1 Ave,1.0057033177954484
294,Washington Square E,1.0056650460149332
3382,Carroll St & Smith St,1.0056395431496137
3428,8 Ave & W 16 St,1.0044132164218105
3319,14 St & 5 Ave,1.0044075266994406
394,E 9 St & Avenue C,1.004376606637004
395,Bond St & Schermerhorn St,1.0043516100957355
3096,Union Ave & N 12 St,1.0043271594820522
143,Clinton St & Joralemon St,1.00267131242741
319,Park Pl & Church St,1.0026667923105919
319,Fulton St & Broadway,1.0026667923105919
3396,Clinton St & 4 Place,1.0026537265903404
503,E 20 St & Park Ave,1.0026295562118208
334,W 20 St & 7 Ave,1.0011686584387898
3408,Congress St & Clinton St,1.0010259040779688
3244,University Pl & E 8 St,1.0009387815603539
2023,E 55 St & Lexington Ave,1.0008338075889727
3243,E 58 St & 1 Ave,0.9998793145063963
3042,Fulton St & Utica Ave,0.9998366546880104
3290,E 89 St & York Ave,0.9997927461139896
285,Broadway & E 14 St,0.9995612619803785
3282,5 Ave & E 88 St,0.9984272092794653
3086,Graham Ave & Conselyea St,0.9984175650281871
