date,hour,month,day_of_week,sunrise,icon,precip_prob,temperature,humidity,wind_speed,rides
2014-06-11,15,6,4,1,cloudy,0,67.99,0.71,4.08,1663
2014-06-11,16,6,4,1,partly-cloudy,0,68,0.73,4.08,2024
2014-06-11,17,6,4,1,partly-cloudy,0,67.94,0.74,4.23,3219
2014-06-11,18,6,4,1,partly-cloudy,0,67.68,0.75,4.28,3405
2014-06-11,19,6,4,1,partly-cloudy,0,66.4,0.75,4.2,2443
2014-06-11,20,6,4,1,partly-cloudy,0,64.76,0.78,4.05,1748
2014-06-11,21,6,4,0,cloudy,0,63.75,0.8,3.89,1132
2014-06-11,22,6,4,0,cloudy,0,63.28,0.81,3.12,827
2014-06-11,23,6,4,0,cloudy,0,62.76,0.83,2.62,653
2014-06-12,0,6,5,0,cloudy,0,62,0.85,2.49,264
2014-06-12,1,6,5,0,cloudy,0,61.63,0.86,1.96,158
2014-06-12,2,6,5,0,cloudy,0,61.34,0.87,1.42,43
2014-06-12,3,6,5,0,cloudy,0.29,60.65,0.9,2.3,24
2014-06-12,4,6,5,0,cloudy,0.25,60.36,0.91,3.42,36
2014-06-12,5,6,5,0,cloudy,0,60.26,0.92,3.51,192
2014-06-12,6,6,5,1,cloudy,0,60.32,0.93,3.72,733
2014-06-12,7,6,5,1,fog,0,60.53,0.93,2.63,1277
2014-06-12,8,6,5,1,fog,0.09,61.21,0.94,2.39,2285
2014-06-12,9,6,5,1,cloudy,0.14,62.03,0.93,2.66,2088
2014-06-12,10,6,5,1,cloudy,0.08,62.9,0.93,2.66,998
2014-06-12,11,6,5,1,cloudy,0,63.87,0.92,2.19,1067
2014-06-12,12,6,5,1,cloudy,0,64.95,0.91,2.59,1302
2014-06-12,13,6,5,1,cloudy,0,66.24,0.88,7.95,1355
2014-06-12,14,6,5,1,cloudy,0.05,68.46,0.86,2.78,1462
2014-06-12,15,6,5,1,cloudy,0.05,70.13,0.85,3.24,1695
2014-06-12,16,6,5,1,cloudy,0.06,70.88,0.85,2.78,2055
2014-06-12,17,6,5,1,cloudy,0.07,70.84,0.86,3.04,2928
2014-06-12,18,6,5,1,cloudy,0.15,71.02,0.86,3.36,3360
2014-06-12,19,6,5,1,cloudy,0.09,70.48,0.88,2.73,2218
2014-06-12,20,6,5,1,cloudy,0.11,70.16,0.9,2.37,1319
2014-06-12,21,6,5,0,cloudy,0.26,69.69,0.91,2.72,976
2014-06-12,22,6,5,0,cloudy,0.28,69.28,0.92,2.65,728
2014-06-12,23,6,5,0,cloudy,0.45,68.92,0.93,2.63,521
2014-06-13,0,6,6,0,cloudy,0.41,68.62,0.94,2.62,221
2014-06-13,1,6,6,0,cloudy,0.66,68.31,0.95,2.47,73
2014-06-13,2,6,6,0,fog,0.75,67.94,0.95,2.75,30
2014-06-13,3,6,6,0,fog,0.66,67.68,0.95,2.64,16
2014-06-13,4,6,6,0,fog,0.55,67.54,0.95,2.75,30
2014-06-13,5,6,6,0,fog,0.67,66.97,0.96,2.55,110
2014-06-13,6,6,6,1,fog,0.71,66.4,0.95,2.82,368
2014-06-13,7,6,6,1,fog,0.56,66.04,0.96,2.54,980
2014-06-13,8,6,6,1,fog,0.28,66.17,0.96,2.52,1171
2014-06-13,9,6,6,1,rain,0.44,66.42,0.96,1.79,250
2014-06-13,10,6,6,1,rain,0.92,66.85,0.96,1.06,443
2014-06-13,11,6,6,1,rain,0.9,67.74,0.95,1.36,763
2014-06-13,12,6,6,1,rain,0.61,69.84,0.94,1.07,1291
2014-06-13,13,6,6,1,cloudy,0.27,73.22,0.9,0.79,1551
2014-06-13,14,6,6,1,partly-cloudy,0.14,76.62,0.82,0.88,1795
2014-06-13,15,6,6,1,partly-cloudy,0.09,78.79,0.77,1.24,1837
2014-06-13,16,6,6,1,partly-cloudy,0,81.95,0.74,2.09,2306
2014-06-13,17,6,6,1,partly-cloudy,0.05,77.74,0.79,1.68,2721
2014-06-13,18,6,6,1,rain,0.51,71.45,0.89,0.82,191
2014-06-13,19,6,6,1,rain,0.77,70.16,0.92,1.38,286
2014-06-13,20,6,6,1,rain,0.76,69.52,0.93,1.81,426
2014-06-13,21,6,6,0,rain,0.53,69.24,0.93,1.49,552
2014-06-13,22,6,6,0,partly-cloudy,0.37,69.08,0.94,1.04,480
2014-06-13,23,6,6,0,partly-cloudy,0.05,68.74,0.94,1.3,417
2014-06-14,0,6,7,0,cloudy,0.07,68.7,0.94,1.74,349
2014-06-14,1,6,7,0,cloudy,0.17,68.86,0.95,0.92,234
2014-06-14,2,6,7,0,cloudy,0.15,68.88,0.94,0.27,140
2014-06-14,3,6,7,0,partly-cloudy,0,68.62,0.94,0.47,99
2014-06-14,4,6,7,0,partly-cloudy,0,68.13,0.94,0.96,78
2014-06-14,5,6,7,0,partly-cloudy,0.04,67.6,0.92,1.4,60
2014-06-14,6,6,7,1,partly-cloudy,0.03,66.88,0.91,2.07,151
2014-06-14,7,6,7,1,partly-cloudy,0,66.73,0.89,2.63,323
2014-06-14,8,6,7,1,partly-cloudy,0,68.13,0.86,3.57,730
2014-06-14,9,6,7,1,partly-cloudy,0,70.27,0.78,4.34,1225
2014-06-14,10,6,7,1,partly-cloudy,0,72.03,0.72,4.12,1747
2014-06-14,11,6,7,1,partly-cloudy,0,73.06,0.66,5.13,2095
2014-06-14,12,6,7,1,partly-cloudy,0,72.93,0.62,5.39,2209
2014-06-14,13,6,7,1,partly-cloudy,0,73.17,0.57,6.39,2437
2014-06-14,14,6,7,1,partly-cloudy,0,73.59,0.53,6.46,2480
2014-06-14,15,6,7,1,partly-cloudy,0,73.04,0.5,6.94,2444
2014-06-14,16,6,7,1,partly-cloudy,0,71.85,0.5,6.52,2484
2014-06-14,17,6,7,1,partly-cloudy,0,70.5,0.51,6.98,2449
2014-06-14,18,6,7,1,partly-cloudy,0,68.83,0.53,7.41,1830
2014-06-14,19,6,7,1,partly-cloudy,0,66.79,0.55,7.36,1352
2014-06-14,20,6,7,1,partly-cloudy,0,64.74,0.57,6.85,1421
2014-06-14,21,6,7,0,clear,0,62.68,0.6,5.46,817
2014-06-14,22,6,7,0,clear,0,61.78,0.63,5.02,669
2014-06-14,23,6,7,0,clear,0,61.1,0.66,4.86,594
2014-06-15,0,6,1,0,clear,0,60.57,0.69,3.08,444
2014-06-15,1,6,1,0,clear,0,59.98,0.72,2.1,220
2014-06-15,2,6,1,0,clear,0,59.4,0.74,2.31,202
2014-06-15,3,6,1,0,clear,0,59.22,0.76,2.81,110
2014-06-15,4,6,1,0,clear,0,59.13,0.77,3.22,62
2014-06-15,5,6,1,0,clear,0,59.05,0.78,3.33,60
2014-06-15,6,6,1,1,clear,0,58.86,0.78,3.22,112
2014-06-15,7,6,1,1,clear,0,60.64,0.75,4.07,299
2014-06-15,8,6,1,1,clear,0,63.77,0.68,5.15,557
2014-06-15,9,6,1,1,clear,0,66.32,0.62,6.44,989
2014-06-15,10,6,1,1,partly-cloudy,0,68.27,0.59,6.06,1447
2014-06-15,11,6,1,1,partly-cloudy,0,70.52,0.56,5.85,1901
2014-06-15,12,6,1,1,clear,0,72.83,0.53,5.24,2146
2014-06-15,13,6,1,1,clear,0,75,0.5,4.01,2303
2014-06-15,14,6,1,1,clear,0,77.26,0.46,3.53,2455
2014-06-15,15,6,1,1,clear,0,78.43,0.44,4.67,2330
2014-06-15,16,6,1,1,clear,0,79.38,0.43,4.31,2335
2014-06-15,17,6,1,1,partly-cloudy,0,79.57,0.43,4.41,2408
2014-06-15,18,6,1,1,partly-cloudy,0,79.32,0.43,3.59,2171
2014-06-15,19,6,1,1,partly-cloudy,0,78.46,0.45,2.51,1853
2014-06-15,20,6,1,1,clear,0,76.31,0.5,1.94,1612
2014-06-15,21,6,1,0,clear,0,73.71,0.54,1.79,1047
2014-06-15,22,6,1,0,clear,0,71.59,0.59,1.13,796
2014-06-15,23,6,1,0,clear,0,69.79,0.63,0.82,523
2014-06-16,0,6,2,0,clear,0,67.87,0.68,0.35,236
2014-06-16,1,6,2,0,clear,0,66.19,0.72,0.43,117
2014-06-16,2,6,2,0,clear,0,64.88,0.75,0.2,68
2014-06-16,3,6,2,0,clear,0,63.68,0.78,0.29,27
2014-06-16,4,6,2,0,clear,0,62.7,0.79,0.48,34
2014-06-16,5,6,2,0,clear,0,61.58,0.82,0.49,226
2014-06-16,6,6,2,1,partly-cloudy,0,61.27,0.84,0.47,876
2014-06-16,7,6,2,1,partly-cloudy,0,63.13,0.81,0.86,1746
2014-06-16,8,6,2,1,partly-cloudy,0,66.99,0.74,0.9,2980
2014-06-16,9,6,2,1,partly-cloudy,0,70.75,0.65,1.56,2174
2014-06-16,10,6,2,1,partly-cloudy,0,73.57,0.6,1.05,1158
2014-06-16,11,6,2,1,partly-cloudy,0,75.76,0.54,1.01,1231
2014-06-16,12,6,2,1,clear,0,77.78,0.49,1.63,1446
2014-06-16,13,6,2,1,clear,0,79.03,0.47,1.69,1474
2014-06-16,14,6,2,1,clear,0,79.55,0.45,2.56,1686
2014-06-16,15,6,2,1,clear,0,79.65,0.46,3.2,1821
2014-06-16,16,6,2,1,clear,0,79.33,0.47,4.34,2249
2014-06-16,17,6,2,1,clear,0,78.27,0.49,4.26,4282
2014-06-16,18,6,2,1,clear,0,76.88,0.52,4.36,3558
2014-06-16,19,6,2,1,clear,0,74.81,0.55,4.42,2350
2014-06-16,20,6,2,1,partly-cloudy,0,72.82,0.59,3.67,2323
2014-06-16,21,6,2,0,clear,0,71.33,0.64,3.02,1329
2014-06-16,22,6,2,0,clear,0,70.38,0.68,2.32,985
2014-06-16,23,6,2,0,partly-cloudy,0,69.88,0.7,2.24,556
2014-06-17,0,6,3,0,partly-cloudy,0,69.71,0.73,1.69,272
2014-06-17,1,6,3,0,partly-cloudy,0,69.68,0.75,1.66,110
2014-06-17,2,6,3,0,partly-cloudy,0,69.31,0.77,1.63,70
2014-06-17,3,6,3,0,partly-cloudy,0,69.02,0.79,1.7,30
2014-06-17,4,6,3,0,partly-cloudy,0,69.06,0.79,1.74,37
2014-06-17,5,6,3,0,partly-cloudy,0,68.9,0.8,1.13,239
2014-06-17,6,6,3,1,partly-cloudy,0,69.2,0.81,1.54,985
2014-06-17,7,6,3,1,partly-cloudy,0,69.87,0.81,0.81,1967
2014-06-17,8,6,3,1,partly-cloudy,0,73.09,0.77,1.31,3358
2014-06-17,9,6,3,1,partly-cloudy,0,76.76,0.72,0.93,2350
2014-06-17,10,6,3,1,partly-cloudy,0,81.66,0.67,0.58,1320
2014-06-17,11,6,3,1,partly-cloudy,0,85.66,0.63,0.69,1239
2014-06-17,12,6,3,1,partly-cloudy,0,89.06,0.57,0.04,1560
2014-06-17,13,6,3,1,partly-cloudy,0,90.54,0.53,0.75,1521
2014-06-17,14,6,3,1,partly-cloudy,0,90.79,0.51,1.33,1621
2014-06-17,15,6,3,1,partly-cloudy,0,91.4,0.51,1.85,1548
2014-06-17,16,6,3,1,partly-cloudy,0,90.58,0.52,2.68,2051
2014-06-17,17,6,3,1,clear,0,90.67,0.54,3.34,3803
2014-06-17,18,6,3,1,partly-cloudy,0,89.59,0.56,3.38,3609
2014-06-17,19,6,3,1,clear,0,88.28,0.58,3.16,2612
2014-06-17,20,6,3,1,clear,0,86.57,0.59,2.79,1935
2014-06-17,21,6,3,0,clear,0,83.43,0.63,1.94,1381
2014-06-17,22,6,3,0,clear,0,82.62,0.64,2.26,888
2014-06-17,23,6,3,0,clear,0,82.73,0.64,2.62,591
2014-06-18,0,6,4,0,clear,0,82.28,0.66,3.48,278
2014-06-18,1,6,4,0,clear,0,82.17,0.68,4.21,135
2014-06-18,2,6,4,0,clear,0.02,81.84,0.7,3.88,78
2014-06-18,3,6,4,0,clear,0.02,79.83,0.72,4.45,61
2014-06-18,4,6,4,0,clear,0,79.93,0.73,4.9,58
2014-06-18,5,6,4,0,clear,0,79.59,0.72,4.08,218
2014-06-18,6,6,4,1,partly-cloudy,0,79.69,0.66,4.77,974
2014-06-18,7,6,4,1,partly-cloudy,0,81.87,0.61,4.28,1861
2014-06-18,8,6,4,1,clear,0,82.67,0.59,5.63,3240
2014-06-18,9,6,4,1,clear,0,83.74,0.57,6.33,2434
2014-06-18,10,6,4,1,clear,0,85.23,0.55,6.88,1414
2014-06-18,11,6,4,1,partly-cloudy,0,87.12,0.52,6.02,1317
2014-06-18,12,6,4,1,partly-cloudy,0,88.2,0.49,6.37,1465
2014-06-18,13,6,4,1,partly-cloudy,0,88.25,0.46,6.57,1457
2014-06-18,14,6,4,1,partly-cloudy,0,88.35,0.44,6.44,1587
2014-06-18,15,6,4,1,partly-cloudy,0,89.05,0.42,5.7,1555
2014-06-18,16,6,4,1,partly-cloudy,0,88.68,0.41,3.88,2045
2014-06-18,17,6,4,1,partly-cloudy,0,88.26,0.41,3.71,3611
2014-06-18,18,6,4,1,partly-cloudy,0,88.28,0.4,3.31,3776
2014-06-18,19,6,4,1,partly-cloudy,0,87.49,0.41,2.53,2813
2014-06-18,20,6,4,1,partly-cloudy,0,85.12,0.44,2.07,2017
2014-06-18,21,6,4,0,partly-cloudy,0,83.15,0.5,1.2,1414
2014-06-18,22,6,4,0,clear,0,81.7,0.55,0.65,1062
2014-06-18,23,6,4,0,clear,0,78.63,0.6,0.76,661
2014-06-19,0,6,5,0,clear,0,76.77,0.65,0.25,360
2014-06-19,1,6,5,0,clear,0,75.07,0.7,0.2,168
2014-06-19,2,6,5,0,partly-cloudy,0,74.13,0.72,0.48,79
2014-06-19,3,6,5,0,partly-cloudy,0,73.54,0.74,0.85,42
2014-06-19,4,6,5,0,partly-cloudy,0,73.21,0.75,0.2,54
2014-06-19,5,6,5,0,cloudy,0.32,72.19,0.79,0.96,229
2014-06-19,6,6,5,1,partly-cloudy,0.28,71.41,0.79,1.5,872
2014-06-19,7,6,5,1,partly-cloudy,0.17,70.87,0.78,3,1738
2014-06-19,8,6,5,1,cloudy,0.28,69.65,0.8,4.4,2930
2014-06-19,9,6,5,1,cloudy,0.3,68.75,0.82,3.81,2211
2014-06-19,10,6,5,1,cloudy,0.21,69.04,0.83,2.2,1218
2014-06-19,11,6,5,1,cloudy,0,70.82,0.81,1.43,1097
2014-06-19,12,6,5,1,partly-cloudy,0.1,72.8,0.77,2.56,1353
2014-06-19,13,6,5,1,partly-cloudy,0.12,73.74,0.75,1.71,1306
2014-06-19,14,6,5,1,partly-cloudy,0.14,73.79,0.76,0.45,915
2014-06-19,15,6,5,1,partly-cloudy,0.61,73.21,0.81,1.21,1293
2014-06-19,16,6,5,1,partly-cloudy,0.44,74.58,0.77,2.31,1913
2014-06-19,17,6,5,1,partly-cloudy,0.06,76.24,0.73,2.96,3571
2014-06-19,18,6,5,1,partly-cloudy,0.04,77.59,0.69,3.52,3595
2014-06-19,19,6,5,1,clear,0,77.52,0.69,2.1,2529
2014-06-19,20,6,5,1,clear,0,76.12,0.73,2.41,1916
2014-06-19,21,6,5,0,partly-cloudy,0,74.09,0.78,2.47,895
2014-06-19,22,6,5,0,partly-cloudy,0,72.57,0.81,2.24,828
2014-06-19,23,6,5,0,clear,0,71.19,0.82,1.4,612
2014-06-20,0,6,6,0,clear,0,69.89,0.8,1.46,404
2014-06-20,1,6,6,0,clear,0,68.6,0.72,1.85,192
2014-06-20,2,6,6,0,clear,0,67.61,0.63,2.41,117
2014-06-20,3,6,6,0,clear,0,66.15,0.61,2.31,67
2014-06-20,4,6,6,0,clear,0,64.58,0.62,2.62,57
2014-06-20,5,6,6,0,clear,0,62.97,0.64,2.17,176
2014-06-20,6,6,6,1,clear,0,62.02,0.66,2.36,811
2014-06-20,7,6,6,1,clear,0,62.98,0.65,2.17,1684
2014-06-20,8,6,6,1,clear,0,66.55,0.56,2.54,2909
2014-06-20,9,6,6,1,clear,0,69.82,0.5,3.16,2372
2014-06-20,10,6,6,1,partly-cloudy,0,72.4,0.44,3.37,1456
2014-06-20,11,6,6,1,partly-cloudy,0,74.66,0.38,3.33,1416
2014-06-20,12,6,6,1,partly-cloudy,0,76.16,0.35,3.42,1671
2014-06-20,13,6,6,1,partly-cloudy,0,77.25,0.34,3.67,1786
2014-06-20,14,6,6,1,partly-cloudy,0,78.36,0.34,3.35,2009
2014-06-20,15,6,6,1,partly-cloudy,0,79.01,0.34,3.83,2162
2014-06-20,16,6,6,1,partly-cloudy,0,79.41,0.33,3.66,2632
2014-06-20,17,6,6,1,partly-cloudy,0,79.74,0.32,4.39,3347
2014-06-20,18,6,6,1,clear,0,79.12,0.31,4.04,2900
2014-06-20,19,6,6,1,partly-cloudy,0,77.7,0.33,3.77,2095
2014-06-20,20,6,6,1,partly-cloudy,0,75.54,0.36,2.73,1562
2014-06-20,21,6,6,0,clear,0,73.61,0.39,1.91,1091
2014-06-20,22,6,6,0,clear,0,71.78,0.43,1.71,820
2014-06-20,23,6,6,0,partly-cloudy,0,70.22,0.47,1.64,669
2014-06-21,0,6,7,0,partly-cloudy,0,69.09,0.5,1.55,495
2014-06-21,1,6,7,0,partly-cloudy,0,68.36,0.49,2.68,358
2014-06-21,2,6,7,0,partly-cloudy,0,67.05,0.51,2.82,179
2014-06-21,3,6,7,0,partly-cloudy,0,65.18,0.56,3.53,96
2014-06-21,4,6,7,0,partly-cloudy,0,63.48,0.58,3.09,76
2014-06-21,5,6,7,0,clear,0,62.04,0.6,2.76,71
2014-06-21,6,6,7,1,clear,0,60.96,0.62,2.2,170
2014-06-21,7,6,7,1,clear,0,62.43,0.6,2.84,364
2014-06-21,8,6,7,1,clear,0,65.13,0.55,3.5,786
2014-06-21,9,6,7,1,clear,0,68.01,0.49,2.85,1310
2014-06-21,10,6,7,1,clear,0,69.99,0.45,2.62,1739
2014-06-21,11,6,7,1,clear,0,71.91,0.43,2.22,2036
2014-06-21,12,6,7,1,clear,0,73.33,0.42,2.34,2269
2014-06-21,13,6,7,1,partly-cloudy,0,73.98,0.41,1.74,2271
2014-06-21,14,6,7,1,partly-cloudy,0,75.25,0.39,1.42,2512
2014-06-21,15,6,7,1,partly-cloudy,0,75.91,0.39,2.03,2432
2014-06-21,16,6,7,1,partly-cloudy,0,75.45,0.4,3.17,2299
2014-06-21,17,6,7,1,partly-cloudy,0,74.97,0.42,2.86,2608
2014-06-21,18,6,7,1,partly-cloudy,0,74.19,0.43,2.55,2192
2014-06-21,19,6,7,1,clear,0,73.05,0.45,2.75,1990
2014-06-21,20,6,7,1,partly-cloudy,0,71.04,0.5,2.53,1496
2014-06-21,21,6,7,0,partly-cloudy,0,68.43,0.56,1.81,1064
2014-06-21,22,6,7,0,partly-cloudy,0,66.77,0.63,1.48,802
2014-06-21,23,6,7,0,clear,0,65.41,0.68,1.19,673
2014-06-22,0,6,1,0,clear,0,64.62,0.72,0.6,548
2014-06-22,1,6,1,0,partly-cloudy,0,63.81,0.75,0.19,349
2014-06-22,2,6,1,0,partly-cloudy,0,63.25,0.75,0.19,217
2014-06-22,3,6,1,0,partly-cloudy,0,62.79,0.77,0.3,170
2014-06-22,4,6,1,0,partly-cloudy,0,62.62,0.78,0.74,118
2014-06-22,5,6,1,0,partly-cloudy,0,61.97,0.79,0.37,69
2014-06-22,6,6,1,1,partly-cloudy,0,61.84,0.81,0.42,134
2014-06-22,7,6,1,1,partly-cloudy,0,63.58,0.79,1.02,242
2014-06-22,8,6,1,1,partly-cloudy,0,66.15,0.73,1.4,520
2014-06-22,9,6,1,1,partly-cloudy,0,69.09,0.65,1.92,955
2014-06-22,10,6,1,1,partly-cloudy,0,72.19,0.57,1.76,1490
2014-06-22,11,6,1,1,partly-cloudy,0,74.13,0.5,1.35,1964
2014-06-22,12,6,1,1,partly-cloudy,0,75.76,0.47,0.99,2192
2014-06-22,13,6,1,1,partly-cloudy,0,76.52,0.46,1.17,2340
2014-06-22,14,6,1,1,partly-cloudy,0,76.92,0.46,1.88,2518
2014-06-22,15,6,1,1,partly-cloudy,0,77.17,0.46,2.54,2552
2014-06-22,16,6,1,1,partly-cloudy,0,76.62,0.46,3.29,2614
2014-06-22,17,6,1,1,partly-cloudy,0,76.29,0.47,3.5,2796
2014-06-22,18,6,1,1,clear,0,75.35,0.48,3.51,1789
2014-06-22,19,6,1,1,clear,0,73.79,0.51,3.87,1323
2014-06-22,20,6,1,1,clear,0,71.76,0.55,2.8,2088
2014-06-22,21,6,1,0,clear,0,69.57,0.59,2.14,1169
2014-06-22,22,6,1,0,clear,0,68,0.63,1.8,769
2014-06-22,23,6,1,0,clear,0,67.12,0.65,1.48,491
2014-06-23,0,6,2,0,clear,0,66.1,0.68,0.84,238
2014-06-23,1,6,2,0,clear,0,65.04,0.71,0.77,122
2014-06-23,2,6,2,0,clear,0,64.16,0.74,0.53,59
2014-06-23,3,6,2,0,clear,0,63.1,0.77,0.43,39
2014-06-23,4,6,2,0,clear,0,62.22,0.79,0.37,46
2014-06-23,5,6,2,0,clear,0,61.56,0.81,0.14,185
2014-06-23,6,6,2,1,clear,0,61.26,0.83,0.11,864
2014-06-23,7,6,2,1,clear,0,64.33,0.8,0.35,1785
2014-06-23,8,6,2,1,clear,0,69.25,0.71,0.43,2896
2014-06-23,9,6,2,1,clear,0,72.81,0.61,0.53,2119
2014-06-23,10,6,2,1,clear,0,76.02,0.53,0.92,1102
2014-06-23,11,6,2,1,clear,0,78.51,0.5,1.26,1076
2014-06-23,12,6,2,1,partly-cloudy,0,80.69,0.47,1.63,1354
2014-06-23,13,6,2,1,partly-cloudy,0,81.32,0.47,2.74,1406
2014-06-23,14,6,2,1,partly-cloudy,0,81.24,0.46,3.87,1521
2014-06-23,15,6,2,1,partly-cloudy,0,80,0.48,4.46,1675
2014-06-23,16,6,2,1,partly-cloudy,0,79.31,0.48,5.1,2042
2014-06-23,17,6,2,1,partly-cloudy,0,78.04,0.5,4.72,3259
2014-06-23,18,6,2,1,partly-cloudy,0,76.88,0.51,5.21,3672
2014-06-23,19,6,2,1,partly-cloudy,0,75.78,0.52,4.25,2714
2014-06-23,20,6,2,1,partly-cloudy,0,74.05,0.56,3.8,1883
2014-06-23,21,6,2,0,partly-cloudy,0,72.22,0.62,3.33,1220
2014-06-23,22,6,2,0,partly-cloudy,0,70.93,0.66,3.25,815
2014-06-23,23,6,2,0,clear,0,69.99,0.68,3.36,488
2014-06-24,0,6,3,0,clear,0,69.51,0.69,2.86,294
2014-06-24,1,6,3,0,clear,0,68.61,0.68,2.3,108
2014-06-24,2,6,3,0,clear,0,67.67,0.69,1.78,59
2014-06-24,3,6,3,0,partly-cloudy,0,66.87,0.72,1.75,32
2014-06-24,4,6,3,0,partly-cloudy,0,66.21,0.75,1.69,43
2014-06-24,5,6,3,0,partly-cloudy,0,65.57,0.78,1.53,241
2014-06-24,6,6,3,1,partly-cloudy,0,65.33,0.79,1.76,980
2014-06-24,7,6,3,1,clear,0,66.89,0.79,1.98,1964
2014-06-24,8,6,3,1,partly-cloudy,0,70.02,0.74,3.03,3313
2014-06-24,9,6,3,1,partly-cloudy,0,72.73,0.66,3.88,2502
2014-06-24,10,6,3,1,partly-cloudy,0,74.84,0.6,3.32,1300
2014-06-24,11,6,3,1,partly-cloudy,0,76.84,0.55,4.12,1388
2014-06-24,12,6,3,1,partly-cloudy,0,78.59,0.52,4.07,1528
2014-06-24,13,6,3,1,partly-cloudy,0,79.3,0.5,4.46,1449
2014-06-24,14,6,3,1,partly-cloudy,0,79.2,0.53,4.29,1619
2014-06-24,15,6,3,1,partly-cloudy,0,79.8,0.55,4.08,1712
2014-06-24,16,6,3,1,partly-cloudy,0,81.17,0.56,4.81,2181
2014-06-24,17,6,3,1,clear,0,79.42,0.56,5.21,3603
2014-06-24,18,6,3,1,clear,0,77.75,0.58,5.89,3998
2014-06-24,19,6,3,1,clear,0,76.71,0.6,6.01,2808
2014-06-24,20,6,3,1,clear,0,74.97,0.63,5.42,1979
2014-06-24,21,6,3,0,clear,0,72.98,0.65,4.01,1325
2014-06-24,22,6,3,0,clear,0,72.13,0.66,4.15,925
2014-06-24,23,6,3,0,clear,0,71.37,0.66,3.76,546
2014-06-25,0,6,4,0,clear,0,70.51,0.7,3.82,318
2014-06-25,1,6,4,0,clear,0,70.14,0.76,3.48,116
2014-06-25,2,6,4,0,clear,0,69.78,0.8,3.28,75
2014-06-25,3,6,4,0,partly-cloudy,0,69.8,0.83,3.04,44
2014-06-25,4,6,4,0,partly-cloudy,0,70,0.85,2.68,52
2014-06-25,5,6,4,0,partly-cloudy,0,70.17,0.86,2.69,202
2014-06-25,6,6,4,1,cloudy,0,70.52,0.88,2.73,973
2014-06-25,7,6,4,1,cloudy,0,71.06,0.89,2.72,1855
2014-06-25,8,6,4,1,cloudy,0,72.33,0.9,2.18,3252
2014-06-25,9,6,4,1,cloudy,0,73.9,0.88,2.61,2420
2014-06-25,10,6,4,1,cloudy,0,75.99,0.84,2.68,1278
2014-06-25,11,6,4,1,partly-cloudy,0,78.97,0.78,3.13,1255
2014-06-25,12,6,4,1,partly-cloudy,0,84.24,0.72,3.51,1479
2014-06-25,13,6,4,1,partly-cloudy,0,86.09,0.69,3.93,1510
2014-06-25,14,6,4,1,partly-cloudy,0,88.17,0.67,4.28,1593
2014-06-25,15,6,4,1,partly-cloudy,0,88.92,0.66,4.2,1731
2014-06-25,16,6,4,1,partly-cloudy,0.05,86.78,0.7,6.01,2097
2014-06-25,17,6,4,1,partly-cloudy,0.07,85.69,0.7,6.46,3527
2014-06-25,18,6,4,1,partly-cloudy,0,84.07,0.73,6.32,3750
2014-06-25,19,6,4,1,partly-cloudy,0,81.6,0.77,5.68,2371
2014-06-25,20,6,4,1,partly-cloudy,0,78.27,0.81,4.54,1594
2014-06-25,21,6,4,0,partly-cloudy,0.06,77.25,0.83,4.16,1277
2014-06-25,22,6,4,0,partly-cloudy,0,76.75,0.84,3.37,978
2014-06-25,23,6,4,0,partly-cloudy,0.1,75.97,0.85,2.97,593
2014-06-26,0,6,5,0,rain,0.38,74.41,0.88,1.77,181
2014-06-26,1,6,5,0,rain,0.81,73.38,0.9,1.33,80
2014-06-26,2,6,5,0,rain,0.89,72.93,0.92,2.01,36
2014-06-26,3,6,5,0,rain,0.9,72.61,0.93,0.69,29
2014-06-26,4,6,5,0,rain,0.78,72.44,0.93,1.06,35
2014-06-26,5,6,5,0,partly-cloudy,0.22,71.85,0.93,1.11,199
2014-06-26,6,6,5,1,partly-cloudy,0,71.59,0.93,1.05,872
2014-06-26,7,6,5,1,partly-cloudy,0,72.55,0.93,1.19,1865
2014-06-26,8,6,5,1,partly-cloudy,0,74.19,0.89,1.56,3243
2014-06-26,9,6,5,1,partly-cloudy,0,76.11,0.84,3.08,2337
2014-06-26,10,6,5,1,partly-cloudy,0,78.3,0.75,4.26,1355
2014-06-26,11,6,5,1,partly-cloudy,0,81.95,0.69,3.96,1580
2014-06-26,12,6,5,1,partly-cloudy,0,84.18,0.65,3.48,1392
2014-06-26,13,6,5,1,partly-cloudy,0,85.76,0.61,3.53,1371
2014-06-26,14,6,5,1,partly-cloudy,0,87.09,0.58,3.01,1862
2014-06-26,15,6,5,1,partly-cloudy,0,87.95,0.56,3.16,1765
2014-06-26,16,6,5,1,partly-cloudy,0,87.6,0.55,3.62,2126
2014-06-26,17,6,5,1,partly-cloudy,0,86.83,0.56,3.28,3489
2014-06-26,18,6,5,1,partly-cloudy,0,86.84,0.55,2.87,3593
2014-06-26,19,6,5,1,partly-cloudy,0,85.45,0.57,3.13,2578
2014-06-26,20,6,5,1,partly-cloudy,0,84.02,0.59,2.7,1808
2014-06-26,21,6,5,0,partly-cloudy,0,81.63,0.63,2.91,1327
2014-06-26,22,6,5,0,partly-cloudy,0,78.22,0.66,2.77,1013
2014-06-26,23,6,5,0,partly-cloudy,0,76.08,0.7,3.31,710
2014-06-27,0,6,6,0,partly-cloudy,0,73.19,0.77,3.22,418
